id	artist	album	year	lane	secondary	priority	start_here	lineage
A0788	The Black Swans	Who Will Walk in the Darkness with You?	2004	V1		Deep cut		A Columbus, Ohio band working the same haunted, Midwestern gothic-folk atmosphere as Jason Molina's Songs: Ohia, sharing scene and tone rather than direct collaboration.
A0789	Jason Molina	Pyramid Electric Co.	2004	V1		Recommended		A solo counterpart released the year after The Magnolia Electric Co., returning to the hushed, voice-and-instrument minimalism of the earliest Songs: Ohia records.
A0790	Will Johnson	Vultures Await	2004	V1		Deep cut		Continues Will Johnson's stripped-down solo work alongside his ongoing Centro-matic and South San Gabriel output.
A0791	Magnolia Electric Co.	Trials & Errors	2005	V1		Recommended		Documents Jason Molina's pivot from the hushed Songs: Ohia sound toward Crazy Horse-scale guitar rock, a move that set the template for Magnolia Electric Co.'s studio albums.
A0792	Magnolia Electric Co.	What Comes After the Blues	2005	V1		Essential		Extends Songs: Ohia's haunted folk into full-band country rock, cementing the Magnolia Electric Co. sound that Will Johnson's Centro-matic and South San Gabriel records run parallel to.
A0793	South San Gabriel	The Carlton Chronicles: Not Until the Operation's Through	2005	V1	V12	Recommended		Pushes Will Johnson's South San Gabriel project toward a sound indebted to Low and Codeine, a quieter sibling to both Centro-matic and Magnolia Electric Co.
A0794	Centro-matic	Fort Recovery	2006	V1		Essential		A high point of Centro-matic's Denton guitar rock, running parallel to Magnolia Electric Co.'s mid-2000s records.
A0795	Jason Molina	Let Me Go, Let Me Go, Let Me Go	2006	V1		Recommended		Continues the solo, stripped-down thread running from Pyramid Electric Co. through Molina's later work, released as a quiet counterweight to the same year's full-band Fading Trails.
A0796	Magnolia Electric Co.	Fading Trails	2006	V1		Recommended		A transitional Magnolia Electric Co. record whose sessions were later collected whole on the 'Sojourner' box set, showing Molina's late-2000s method of recording in pieces across different studios and bands.
A0797	Arbouretum	Rites of Uncovering	2007	V1	V20	Recommended		Sounds indebted to the Neil Young/Crazy Horse guitar lineage that also runs through Magnolia Electric Co., pushing it toward heavier, stoner-rock-adjacent territory from Baltimore.
A0798	The Black Swans	Change!	2007	V1		Deep cut		Continues The Black Swans' hushed, Midwestern gothic-folk sound, part of the same regional atmosphere (Ohio, small-town gloom) that produced Songs: Ohia.
A0799	Magnolia Electric Co.	Sojourner	2007	V1		Deep cut		Collects the same 2005-2007 Magnolia Electric Co. sessions that produced 'Fading Trails' in their entirety, including material otherwise unavailable, and stands as the fullest document of the band's road-band, Crazy Horse-indebted period.
A0800	Centro-matic and South San Gabriel	Dual Hawks	2008	V1		Recommended		Unites Will Johnson's two parallel bands, Centro-matic (loud) and South San Gabriel (quiet), on one release, showing both halves of the Denton sound side by side.
A0801	Arbouretum	Song of the Pearl	2009	V1	V20	Deep cut		Continues Arbouretum's heavy-guitar folk rock, which sounds indebted to Neil Young's Crazy Horse records and sits near Molina's electric work.
A0802	Jason Molina and Will Johnson	Molina and Johnson	2009	V1		Essential		Joins Jason Molina and Centro-matic's Will Johnson directly, making explicit the kinship between Songs: Ohia/Magnolia Electric Co. and the Denton scene.
A0803	Magnolia Electric Co.	Josephine	2009	V1		Essential		Closes out Magnolia Electric Co.'s studio catalog as a memorial record for bassist Evan Farrell, before Molina's final years of illness.
A0804	Arbouretum	The Gathering	2011	V1	V20	Essential		The fullest expression of the Baltimore band's heavy-guitar folk rock, which sounds indebted to Crazy Horse and sits near the Molina/Magnolia-adjacent V1 lane.
A0805	Centro-matic	Candidate Waltz	2011	V1		Deep cut		Late-period Centro-matic, released as the band's Denton run wound toward its final album.
A0806	Jason Molina	Autumn Bird Songs	2012	V1		Deep cut		One of Molina's final releases before his 2013 death, extending the hushed solo-acoustic mode of Pyramid Electric Co. and Let Me Go, Let Me Go, Let Me Go into a briefer, more fragile form.
A0807	Will Johnson	Scorpion	2012	V1		Deep cut		A 2010s continuation of Will Johnson's solo songwriting, running parallel to the final years of Centro-matic and his collaboration with Jason Molina.
A0808	Arbouretum	Coming Out of the Fog	2013	V1	V20	Deep cut		Closes Arbouretum's core lane-era run of Crazy Horse-scale Baltimore guitar rock, a sound the band would continue past 2013 largely unchanged.
A0809	Centro-matic	Take Pride in Your Long Odds	2014	V1		Recommended		Closes out Centro-matic's run as a band, the year after Jason Molina's death; in effect the end of the classic Molina/Magnolia-era Denton circle.
A0810	Will Johnson	Wire Mountain	2019	V1		Deep cut		A post-Centro-matic Will Johnson solo record continuing the hushed, plainspoken songwriting he established in the Molina/Magnolia era.
A0811	Arbouretum	Let It All In	2020	V1	V20	Deep cut		A 2020 continuation of Arbouretum's long-running Crazy Horse-scale sound, unchanged enough from their 2007-2013 records to belong with the rest of their V1 catalog.
A0812	Jason Molina	Eight Gates	2020	V1		Essential		A posthumous release of 2000s-era Molina recordings, closing out the catalog begun with Songs: Ohia's 1997 debut and continued through his solo and Magnolia Electric Co. work.
A0813	Will Johnson	El Capitán	2020	V1	C2	Deep cut		Continues Johnson's solo work after Centro-matic and his 2009 collaboration with Jason Molina (V1), in a quieter, more skeletal register.
A0814	Will Johnson	No Ordinary Crown	2023	V1	C2	Recommended		Johnson recorded a joint album with Jason Molina (Molina and Johnson, 2009), a direct link to V1; this solo record carries that haunted, Crazy Horse-shaded Americana into a quieter register.
A0815	Will Johnson	Diamond City	2025	V1		Recommended		The most recent entry in Will Johnson's solo catalog, extending the Centro-matic/South San Gabriel/Molina and Johnson lineage.
A0816	Michael Hurley	Armchair Boogie	1971	V2		Essential		Sounds like a direct ancestor of the Drag City deadpan style; Hurley was later embraced by the 2000s freak-folk circle, releasing on Gnomonsong.
A0817	Michael Hurley	Hi-Fi Snock Uptown	1972	V2		Recommended		Continues directly from Armchair Boogie in the same Raccoon Records run; its loose, deadpan delivery sounds like a template for Will Oldham and the Drag City roster.
A0818	Michael Hurley, the Unholy Modal Rounders & Jeffrey Frederick & the Clamtones	Have Moicy!	1976	V2		Essential		A collaboration between Michael Hurley and the Holy Modal Rounders circle; its mix of humor and plainspoken sadness sounds like an ancestor of the line running from Prine through Drag City.
A0819	Royal Trux	Twin Infinitives	1990	V2		Essential		An early Drag City release that shared a label with Silver Jews and Smog; its damaged, uncommercial sound seems to have set the tone for the label's willingness to release difficult records.
A0820	Smog	Sewn to the Sky	1990	V2		Deep cut		The earliest Smog release, predating Callahan's move to Drag City proper; its bedroom-tape austerity set the low bar of fidelity that Julius Caesar and Wild Love would build outward from.
A0821	Silver Jews	Dime Map of the Reef	1992	V2		Deep cut		One of Silver Jews' earliest Drag City releases, predating Starlite Walker and documenting the band's shambling origins alongside Pavement's Bob Nastanovich.
A0822	Smog	Forgotten Foundation	1992	V2		Deep cut		Callahan's first Drag City release, part of the same early-1990s Chicago catalog as Silver Jews' first records, establishing the label relationship that carried through the rest of his career.
A0823	Palace Brothers	There Is No-One What Will Take Care of You	1993	V2		Essential		The starting point of Will Oldham's decades-long catalog under the Palace and Bonnie 'Prince' Billy names, released on Drag City alongside the label's early Silver Jews and Smog records.
A0824	Royal Trux	Cats and Dogs	1993	V2		Recommended		Follows Twin Infinitives as a slightly more song-oriented record, part of the same early Drag City catalog as the label's first Silver Jews and Smog releases, though pursuing a rock-damaged noise aesthetic rather than plainspoken songwriting.
A0825	Silver Jews	The Arizona Record	1993	V2		Deep cut		The last Silver Jews EP before Starlite Walker, part of the same early Drag City run that also produced Dime Map of the Reef.
A0826	Smog	Julius Caesar	1993	V2		Recommended		Part of Callahan's early Drag City catalog alongside Silver Jews and Palace, establishing the deadpan-over-lo-fi template that later Smog and Bill Callahan records built on; later artists like MJ Lenderman sound indebted to it.
A0827	Palace Brothers	Days in the Wake	1994	V2		Recommended		The most stripped-down entry in the early Palace catalog, deepening the lo-fi confessional style of There Is No-One What Will Take Care of You before the fuller-band Viva Last Blues.
A0828	Red Red Meat	Jimmywine Majestic	1994	V2	V4	Recommended		Chicago roots-rock contemporary with the early Drag City catalog; Tim Rutili carried the band directly into Califone, and its loose, Americana-inflected sound resembles the roots-inflected 2000s indie lane (V4).
A0829	Silver Jews	Starlite Walker	1994	V2		Essential		Grows out of the Pavement/Drag City slacker-rock axis (Malkmus and Nastanovich as sidemen) and sounds indebted to Prine- and Dylan-style talking-blues songwriting; it set the template Berman would refine through American Water, alongside Drag City peers like Bill Callahan and Will Oldham.
A0830	Simon Joyner	The Cowardly Traveller Pays His Toll	1994	V2		Recommended		Developed independently of Drag City in Omaha, Nebraska, but sounds close to Silver Jews, like a bridge between Prine-style plainspoken folk and the Berman school of deadpan songwriting.
A0831	Smog	Burning Kingdom	1994	V2		Deep cut		Sits between Julius Caesar and Wild Love in the early Smog catalog, part of the same Drag City run that established Callahan's deadpan template.
A0832	Palace Music	Viva Last Blues	1995	V2		Essential		The most 'rock band' sounding of the early Palace records, produced by Steve Albini and pointing toward the full-band sound Oldham would use once he retired the Palace name for his own name and later Bonnie 'Prince' Billy.
A0833	Red Red Meat	Bunny Gets Paid	1995	V2	V4	Essential		Links Red Red Meat's roots-damaged rock to the Califone that followed, and its murmured vocal style sounds close to the Drag City circle even though the band stayed on Sub Pop.
A0834	Royal Trux	Thank You	1995	V2		Recommended		Shows the classic-rock songwriting under the noise of the early Drag City records becoming explicit after a move to Virgin, before the band returned to Drag City for Accelerator and Veterans of Disorder.
A0835	Smog	Wild Love	1995	V2		Recommended		Bridges the stark four-track Smog records and the more arranged, country-adjacent sound of Red Apple Falls and Knock Knock, part of the same Chicago Drag City circle as Silver Jews and Palace.
A0836	Palace Music	Arise Therefore	1996	V2		Recommended		The last album released under a Palace name before Oldham recorded as Will Oldham and then Bonnie 'Prince' Billy; its drum-machine austerity sounds like a precursor to Smog's own sparer, rhythm-box moments on Rain on Lens.
A0837	Silver Jews	The Natural Bridge	1996	V2		Essential		Follows directly from Starlite Walker but trades Pavement's band chemistry for a barer, more personal sound, pointing toward American Water; its plainspoken sadness sounds like a model for later Drag City songwriters.
A0838	Smog	Kicking a Couple Around	1996	V2		Deep cut		Released alongside The Doctor Came at Dawn, part of the same mid-1990s stretch of Smog's catalog and Drag City's growing UK partnership with Domino.
A0839	Smog	The Doctor Came at Dawn	1996	V2		Recommended		The quietest, most minimal entry in the Smog catalog, sounding kin to Palace's early lo-fi records and to the hushed, glacial style of later modern slowcore acts.
A0840	Appendix Out	The Rye Bears a Poison	1997	V2	V30	Deep cut		Released on Drag City alongside the Palace records, and sounds rooted in the Scottish and British folk-rock tradition of the V30 lane.
A0841	Edith Frost	Calling Over Time	1997	V2		Recommended		Part of the mid-1990s Chicago Drag City roster alongside Smog and Jim O'Rourke, and sounds close to the label's other stripped-down, plainspoken songwriters.
A0842	Smog	Red Apple Falls	1997	V2		Essential	Y	The clearest bridge in the Smog catalog between Callahan's stark early records and the full-band, country-inflected sound of Knock Knock and his later Bill Callahan solo albums.
A0843	Will Oldham	Joya	1997	V2		Deep cut		The bridge record between the Palace name and the Bonnie 'Prince' Billy identity Oldham adopted for I See a Darkness, part of the same Drag City Louisville catalog running through both eras.
A0844	The Anomoanon	Mother Goose	1998	V2		Deep cut		Direct offshoot of Will Oldham's Palace world through Ned Oldham and the Palace Records label; sits at the experimental, lo-fi fringe of the Drag City deadpan school.
A0845	Edith Frost	Telescopic	1998	V2		Recommended		Her second Drag City album, sitting in the label's 1990s Chicago roster alongside Smog and Jim O'Rourke and sharing their plainspoken, unpolished approach.
A0846	Plush	More You Becomes You	1998	V2		Deep cut		Part of the same late-1990s Chicago Drag City circle as Jim O'Rourke and Edith Frost, extending the label's deadpan aesthetic into piano-led chamber pop.
